titles,album,date_released,lyrics,processed_lyrics
simple and sweet,the_definition,"September 23, 2014","[Verse 1]
Way before you came, I was hollow, hollow, hollow
Used to complicate, now I'm alright, alright, I'm fine
All I gotta do now is follow, follow, follow
Used to complicate, now I'm alright, alright, I'm fine

[Pre-Chorus]
You don't need no big production
The synth and just my voice is fine (Yeah)
You don't need to wear your makeup up, no, no
No need to mess with God's design

[Chorus]
You're just so simple and sweet
(No yeah, no yeah, no yeah)
You're just so simple and sweet
(No yeah, no yeah, no yeah)
You're just so simple and sweet
(No yeah, no yeah, no yeah)
You're just so simple and sweet
Yeah, yeah, yeah
Lets keep this simple and sweet

[Verse 2]
Way before you came, I was empty, empty, empty
Used to complicate, now I'm alright, alright, I'm fine
All you gotta do now is tell me, tell me, tell me
Used to complicate, now I'm alright, alright, I'm fine

[Pre-Chorus]
You don't need no big production
The synth and just my voice is fine
You don't need to wear your makeup up, no, no
No need to mess with God's design

[Chorus]
You're just so simple and sweet
(No yeah, no yeah, no yeah)
You're just so simple and sweet
(No yeah, no yeah, no yeah)
You're just so simple and sweet
(No yeah, no yeah, no yeah)
You're just so simple and sweet
Yeah, yeah, yeah
Lets keep this simple and sweet

[Outro]
But if things get complicated
Don't worry, we gon' take it slow
Uh-uh, uh, uh, uh, uh
But if things get complicated
Don't worry, we gon' take it slow
Uh-uh, uh, uh, uh, uh
We keep it simple and sweet
Sing it out like...
Na, na-na-na, na, na-na, na-na
Na, na-na-na, na, na-na, na-na
Na, na-na-na, na, na-na, na-na
Na, na-na-na, na, na-na, na-na",way came hollow hollow hollow use complicate im alright alright im fine gotta follow follow follow use complicate im alright alright im fine dont need big production synth voice fine  dont need wear makeup need mess gods design youre simple sweet    youre simple sweet    youre simple sweet    youre simple sweet    let keep simple sweet way came empty empty empty use complicate im alright alright im fine gotta tell tell tell use complicate im alright alright im fine dont need big production synth voice fine dont need wear makeup need mess gods design youre simple sweet    youre simple sweet    youre simple sweet    youre simple sweet    let keep simple sweet things get complicate dont worry gon take slow      things get complicate dont worry gon take slow      keep simple sweet sing like na  na   na  na   na  na   na  na  
80's films,the_human_condition,"June 20, 2016","[Chorus]
Just like the 80s films
We'll hook up in my back seat and let my best friend drive
Just like the 80s films
We'll hook up in my back seat and let my best friend drive

[Verse 1]
She said, ""How does it feel to be you?""
I said, ""It's alright, I really think I peaked in high school""
She said, ""That isn't possible, you are out of your mind
'Cause we never hooked up in high school""

[Pre-Chorus 1]
We just need a night like
We just need a night like this, yeah
Take me back to ninth grade
Take me back to ninth grade shit, yeah

[Chorus]
Just like the 80s films
We'll hook up in my back seat and let my best friend drive
Just like the 80s films
We'll hook up in my back seat and let my best friend drive

[Verse 2]
She said, ""How'd we end up in the parking lot in Smithtown?""
The morning's on its way to sunrise
She said, ""The island is long, but life is short in this town
I'm glad we got to redo the time""

[Pre-Chorus 2]
We just need a night like
We just need a night like this, yeah
Take me back to ninth grade
Take me back to ninth grade shit, yeah
And just like the 80s films
We'll hook up in my back seat and let my best friend drive

[Chorus]
Just like the 80s films
We'll hook up in my back seat and let my best friend drive
Just like the 80s films
We'll hook up in my back seat and let my best friend drive

[Bridge]
I can't let go and your lips feel retro
You're my Breakfast Club
You're my song from Cyndi Lauper
No more missed times, we fly by street signs
Let your hips rewind
Take me back into the future, yeah

[Chorus]
Just like the 80s films
We'll hook up in my back seat and let my best friend drive
Just like the 80s films
We'll hook up in my back seat and let my best friend drive",like  film well hook back seat let best friend drive like  film well hook back seat let best friend drive said feel said alright really think peak high school said isnt possible mind cause never hook high school need night like need night like  take back ninth grade take back ninth grade shit  like  film well hook back seat let best friend drive like  film well hook back seat let best friend drive said howd end park lot smithtown mornings way sunrise said island long life short town im glad get redo time need night like need night like  take back ninth grade take back ninth grade shit  like  film well hook back seat let best friend drive like  film well hook back seat let best friend drive like  film well hook back seat let best friend drive cant let go lips feel retro youre breakfast club youre song cyndi lauper miss times fly street sign let hips rewind take back future  like  film well hook back seat let best friend drive like  film well hook back seat let best friend drive
all time low,the_human_condition,"June 20, 2016","[Verse 1]
I was the knight, the shining armour in your movie
Would put your lips on mine and love the aftertaste
Now I'm a ghost, I call your name, you look right through me
You're the reason I'm alone and masturbate

[Pre-Chorus]
I, I've been trying to fix my pride
But that shit's broken, that shit's broken
Lie, lie, l-lie I tried to hide
But now you know it

[Chorus]
That I'm at an all time
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low

[Verse 2]
I was the prototype like 3 Stacks on that CD
An example of the perfect candidate
Now, all your girlfriends say that you don't want to see me
You're the reason that I just can't concentrate

[Pre-Chorus]
I, (I, I) I've been trying to fix my pride
But that shit's broken, that shit's broken
Lie (lie, lie), lie, in the light I tried to hide
But now you know it

[Chorus]
That I'm at an all time
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low

[Bridge]
I, I, I, I've been trying to fix my pride
But that shit's broken, that shit's broken
Lie (lie, lie), lie, l-lie and try to hide
But now you know it
That I'm at an all time
Low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low, low, low
Low, low
Low, low, low, low, low, low, low, low, low, low, low, low
Lie, l-lie, I try to hide, but now you know it
That I'm at an all time...
Hey!

[Outro]
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low",knight shin armour movie would put lips mine love aftertaste im ghost call name look right youre reason im alone masturbate ive try fix pride shits broken shits break lie lie llie try hide know im time low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low prototype like  stack cd example perfect candidate girlfriends say dont want see youre reason cant concentrate ive try fix pride shits broken shits break lie lie lie lie light try hide know im time low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low ive try fix pride shits broken shits break lie lie lie lie llie try hide know im time low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low lie llie try hide know im time hey low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low low
fashion,the_human_condition,"June 20, 2016","[Verse 1]
I hit 'em with the boots in July
Bitch, I don't need snow
I gotta go bigger, I gotta go bigger
Five thousand on a coat cause it's fly
No, I don't speak broke
Still, I gotta go bigger, fuckin' go figure

[Pre-Chorus]
There's an aching, there's a hole in my chest
It's amazing that the crown of a king doesn't change me
It's amazing

[Chorus]
Baby, that we all want, we all need, fashion
Baby, that we all want, we all need, fashion
Have I lost control?
A voice says I might need my soul
But that's when I remember
That we all want, we all need, fashion

[Verse 2]
Lost in it, livin' life through a phone
Now it's all I know
I gotta go bigger, I gotta go bigger
Yeah, five million dollar mans
Insecure, stuck in high school mode
Still, I gotta go bigger, fuckin' go figure

[Pre-Chorus]
There's an aching, there's a hole in my chest
It's amazing that the crown of a king doesn't change me
It's amazing

[Chorus]
Baby, that we all want, we all need, fashion
Baby, that we all want, we all need, fashion
Have I lost control?
A voice says I might need my soul
But that's when I remember
That we all want, we all need, fashion

[Bridge]
Might be gold, but that shit's still a chain
Might be gold, but that shit's still a chain
Might be gold, that shit's still a chain
Might be gold, but that shit's still a...

[Chorus]
Baby, that we all want, we all need, fashion
Baby, that we all want, we all need, fashion
Have I lost control?
A voice says I might need my soul
But that's when I remember
That we all want, we all need, fashion

[Outro]
Might be gold, that shit's still a chain
Might be gold, that shit's still a chain
Might be gold, that shit's still a chain
Might be gold, might be gold",hit em boot july bitch dont need snow gotta go bigger gotta go bigger five thousand coat cause fly dont speak break still gotta go bigger fuckin go figure theres aching theres hole chest amaze crown king doesnt change amaze baby want need fashion baby want need fashion lose control voice say might need soul thats remember want need fashion lose livin life phone know gotta go bigger gotta go bigger  five million dollar man insecure stick high school mode still gotta go bigger fuckin go figure theres aching theres hole chest amaze crown king doesnt change amaze baby want need fashion baby want need fashion lose control voice say might need soul thats remember want need fashion might gold shits still chain might gold shits still chain might gold shits still chain might gold shits still baby want need fashion baby want need fashion lose control voice say might need soul thats remember want need fashion might gold shits still chain might gold shits still chain might gold shits still chain might gold might gold
guillotine,the_human_condition,"June 20, 2016","[Verse 1: Jon Bellion]
Sleep on me, feel the rhythm in my chest, just breathe
I will stay so the lantern in your heart won't fade

[Chorus: Jon Bellion]
The secrets you tell me, I'll take to my grave
There's bones in my closet, but you hang stuff anyway
And if you have nightmares, we'll dance on the bed
I know that you love me, love me
Even when I lose my head
Guillotine, guillotine
Even when I lose my head
Guillotine, guillotine
Even when I lose my head

[Verse 2: Jon Bellion]
Kiss my lips, feel the rhythm of your heart and hips
I will pray so the castle that we've built won't cave

[Chorus: Jon Bellion]
The secrets you tell me, I'll take to my grave
There's bones in my closet, but you hang stuff anyway
And if you have nightmares, we'll dance on the bed
I know that you love me, love me
Even when I lose my head
Guillotine, guillotine
Even when I lose my head
Guillotine, guillotine
Even when I lose my head

[Bridge: Jon Bellion & Travis Mendes]
You fill me up, you fill me up
You set my soul ablaze
You fill me up, you fill me up
Your love is so amazing
You fill me up, you fill me up
You set my soul ablaze
You fill me up even when I lose my head

[Chorus 2: Travis Mendes]
Guillotine, guillotine
Even when I lose my head
Guillotine, guillotine
Even when I lose my head
Guillotine
Even when I lose my head
Guillotine, guillotine
Even when I lose my head

[Outro: Jon Bellion & Travis Mendes]
You fill me up, you fill me up
You set my soul ablaze
You fill me up, you fill me up
Your love is so amazing
You fill me up, you fill me up
You set my soul ablaze
You fill me up even when I lose my head",sleep feel rhythm chest breathe stay lantern heart wont fade secrets tell ill take grave theres bone closet hang stuff anyway nightmares well dance bed know love love even lose head guillotine guillotine even lose head guillotine guillotine even lose head kiss lips feel rhythm heart hips pray castle weve build wont cave secrets tell ill take grave theres bone closet hang stuff anyway nightmares well dance bed know love love even lose head guillotine guillotine even lose head guillotine guillotine even lose head fill fill set soul ablaze fill fill love amaze fill fill set soul ablaze fill even lose head guillotine guillotine even lose head guillotine guillotine even lose head guillotine even lose head guillotine guillotine even lose head fill fill set soul ablaze fill fill love amaze fill fill set soul ablaze fill even lose head
hand of god (outro),the_human_condition,"June 20, 2016","[Verse 1: Jon Bellion]
My head spins, I've been sipping
I've been sipping, I've been sipping lately
All my sins, I've been tripping, I've been tripping, my God
Brand new life, I've been looking
I've been looking, I've been looking lately
All these nights, they've been cooking
They've been cooking me raw

[Pre-Chorus: Jon Bellion]
I am just a man, I am just a man who lusts, gives, tries
Sometimes, I lose my way

[Chorus: Jon Bellion]
Tears at a funeral, tears at a funeral, I might break
Angry at all the things, angry at all the things I can't change
When you're lost in the universe, lost in the universe, don't lose faith
My mother says, ""Your whole life's in the hand of God""

[Post-Chorus: Jon Bellion]
Break it down
Your whole life's in the hand of...
Your whole life's in the hand of God

[Verse 2: Jon Bellion]
My ex girl, I've been seeing
I've been seeing, I've been seeing lately
She's got hopes that we're getting back together, my God
I just know that I'm horny and I'm lonely, just admit it's crazy
She just holds on to something that she knows is long gone
Damn

[Pre-Chorus: Jon Bellion]
I am just a man, I am just a man who lusts, gives, tries
Sometimes, I lose my way

[Chorus: Jon Bellion]
Tears at a funeral, tears at a funeral, I might break
Angry at all the things, angry at all the things I can't change
When you're lost in the universe, lost in the universe, don't lose faith
My mother says, ""Your whole life's in the hand of God""

[Post-Chorus: Jon Bellion]
Break it down
Your whole life's in the hand of...
Your whole life's in the hand of God

[Chorus: Sheldon Ray 
& The Andre Crouch Choir
]
Tears at a funeral, tears at a funeral, I might break
Angry at all the things, angry at all the things I can't change
When you're lost in the universe, lost in the universe, don't lose faith
My mother said, ""Your, 
your whole life is in the hand of God
""

[Outro: Sheldon Ray & 
The Andre Crouch Choir
]
Nothing has changed, he is the same
""Your whole life's in the hand of God""
Nothing has changed, he is the same
""Your whole life's in the hand of God""
""Your whole life's in the hand of God""
Nothing has changed, he is the same
Bum ba-dem, bum bum, buh-da
Bum ba-dem, bum bum, buh-da
Nothing has changed
Nothing has changed, he is the same
Bum ba-dem, bum bum, buh-da
Bum ba-dem, bum bum, buh-da
""Your whole life's in the hand of God""
Tears at a funeral, tears at a funeral, I might break
I might break
Angry at all the things, angry at all the things I can't change
Angry at all the things I could not change
When you're lost in the universe, lost in the universe, don't lose faith
Low, low, low, low, low, low, low, low, low
My mother says, ""Your whole life's in the hand of God""
Tears at a funeral, tears at a funeral, I might break
Just like the 80s films
We'll hook up in my back seat and let my best friend drive
Nothing has changed, he is the same
Overwhelming
Nothing has changed, he is the same
Overwhelming
Low, low, low, low, low, low, low, low, low
""Your whole life's in the hand of God""
Lay me down in Brooklyn if I lose my life
Low, low, low, low, low, low, low, low, low
Nothing has changed, he is the same
Push me down the Hudson and turn on the radio
Low, low, low, low, low, low, low, low, low
Nothing has changed, he is the same
Long Island’s only smiling cause my soul is fine
Bum ba-dem, bum bum, buh-da
Bum ba-dem, bum bum, buh-da
Nothing has changed, he is the same
Bum ba-dem, bum bum, buh-da
I did everything for New York",head spins ive sip ive sipping ive sip lately sins ive tripping ive tripping god brand new life ive look ive looking ive look lately nights theyve cook theyve cook raw man man lusts gives try sometimes lose way tear funeral tear funeral might break angry things angry things cant change youre lose universe lose universe dont lose faith mother says whole lifes hand god break whole lifes hand whole lifes hand god ex girl ive see ive seeing ive see lately shes get hop get back together god know im horny im lonely admit crazy hold something know long go damn man man lusts gives try sometimes lose way tear funeral tear funeral might break angry things angry things cant change youre lose universe lose universe dont lose faith mother says whole lifes hand god break whole lifes hand whole lifes hand god chorus sheldon ray  andre crouch choir  tear funeral tear funeral might break angry things angry things cant change youre lose universe lose universe dont lose faith mother said whole life hand god  outro sheldon ray  andre crouch choir  nothing changed whole lifes hand god nothing changed whole lifes hand god whole lifes hand god nothing changed           nothing change nothing changed           whole lifes hand god tear funeral tear funeral might break might break angry things angry things cant change angry things could change youre lose universe lose universe dont lose faith low low low low low low low low low mother says whole lifes hand god tear funeral tear funeral might break like  film well hook back seat let best friend drive nothing changed overwhelm nothing changed overwhelm low low low low low low low low low whole lifes hand god lay brooklyn lose life low low low low low low low low low nothing changed push hudson turn radio low low low low low low low low low nothing changed long islands smile cause soul fine           nothing changed      everything new york
he is the same,the_human_condition,"June 20, 2016","[Verse 1: Jon Bellion]
Still living in his dad's house, 24 years old
He could buy a few pads, but he just like to stay home
No, he never took the fast route, now the plaque’s on deck
But they still make him take the trash out, keep his ass in check

[Pre-Chorus: Jon Bellion]
Same kids from the high school (Same kids from the high school)
Jump shot still flame (Jump shot still flame)
Couple million in the bank, but (Couple million in the bank, but)

[Chorus: Jon Bellion]
Nothing has changed, he is the same
(Dum, da, da-dum, da-da-da, da-dum, da-da-da, da-dum, dum)
(Dum, da, da-dum, da-da-da, dum)
Nothing has changed, he is the same
(Dum, da, da-dum, da-da-da, da-dum, da-da-da, da-dum, dum)
(Dum, da, da-dum, da-da-da, dum)
Nothing has changed, he is the same

[Verse 2: Jon Bellion]
His assistant is his best friend, lost his dad that day
Really puts it in perspective: What the fuck's a bad day?
Sister told him, ""Keep your head right,"" 24 years old
Real women need love, fake bitches want gold

[Pre-Chorus: Jon Bellion]
Same kids from the high school (Same kids from the high school)
Jump shot still flame (Jump shot still flame)
Couple million in the bank, but (Couple million in the bank, but)

[Chorus: Jon Bellion]
Nothing has changed, he is the same
(Dum, da, da-dum, da-da-da, da-dum, da-da-da, da-dum, dum)
(Dum, da, da-dum, da-da-da, dum)
Nothing has changed, he is the same
(Dum, da, da-dum, da-da-da, da-dum, da-da-da, da-dum, dum)
(Dum, da, da-dum, da-da-da, dum)
Nothing has changed, he is the same

[Verse 3: Jon Bellion]
All he needed was a platform, built a real fan base
Took 'em with him when the deal came, selling out in every state
Signed a deal after his first tape, but he kept it on the low
They could never say he sold out, that's why they come to every show

[Pre-Chorus: Jon Bellion]
Same kids from the high school (Same kids from the high school)
Jump shot still flame (Jump shot still flame)
Couple million in the bank, but (Couple million in the bank, but)

[Chorus: Jon Bellion]
Nothing has changed, he is the same
(Dum, da, da-dum, da-da-da, da-dum, da-da-da, da-dum, dum)
(Dum, da, da-dum, da-da-da, dum)
Nothing has changed, he is the same
(Dum, da, da-dum, da-da-da, da-dum, da-da-da, da-dum, dum)
(Dum, da, da-dum, da-da-da, dum)

[Outro: Audra Mae]
Nothing has changed, we are the same
Nothing has changed, nothing
All the same, we are the same
Nothing has changed, we are the same
We are the same",still live dads house  years old could buy pads like stay home never take fast route plaques deck still make take trash keep ass check kid high school kid high school jump shoot still flame jump shoot still flame couple million bank couple million bank nothing changed              nothing changed              nothing changed assistant best friend lose dad day really put perspective fucks bad day sister tell keep head right  years old real women need love fake bitch want gold kid high school kid high school jump shoot still flame jump shoot still flame couple million bank couple million bank nothing changed              nothing changed              nothing changed need platform build real fan base take em deal came sell every state sign deal first tape keep low could never say sell thats come every show kid high school kid high school jump shoot still flame jump shoot still flame couple million bank couple million bank nothing changed              nothing changed              nothing changed nothing changed nothing nothing changed
irobot,the_human_condition,"June 20, 2016","[Verse 1]
I was a human, breathing and thinking
Eating and drinking, philosophizing
I was a human, before you killed me
And ripped my heart out, I knew what love was

[Pre-Chorus]
Now when they ask me, I just reply slow
And sound like an iPhone
I do not know love, I am a robot
Ba ba ba ba bum bada ba
I do not know love, I am a robot
Ba ba ba ba bum bada ba
I used to know love

[Chorus]
Cause I had a fire, passion and desire
Now all I require are circuits and wires
Inside was an ocean of soul and emotion
Then you cut me open, now all that I know is—

[Verse 2]
I am a robot, thoughtless and empty
Don't know who sent me, don't know who made me
Electric robot, everything's gray now
Numb to the pain now, I knew what love was

[Pre-Chorus]
Now when they ask me, I just reply slow
And sound like an iPhone
I do not know love, I am a robot
Ba ba ba ba bum bada ba
I do not know love, I am a robot
Ba ba ba ba bum bada ba
I used to know love

[Chorus]
Cause I had a fire, passion and desire
Now all I require are circuits and wires
Inside was an ocean of soul and emotion
Then you cut me open, now all that I know is

[Bridge]
I am a robot
(Ba ba ba ba bum bada ba)
I am a robot
(Ba ba ba ba bum bada ba)
I used to know love

[Chorus]
Cause I had a fire, passion and desire
Now all I require are circuits and wires
Inside was an ocean of soul and emotion
Then you cut me open, now all that I know is

[Outro]
I am a robot",human breathe think eat drinking philosophize human kill rip heart know love ask reply slow sound like iphone know love robot      bada  know love robot      bada  use know love cause fire passion desire require circuit wire inside ocean soul emotion cut open know is robot thoughtless empty dont know send dont know make electric robot everythings gray numb pain know love ask reply slow sound like iphone know love robot      bada  know love robot      bada  use know love cause fire passion desire require circuit wire inside ocean soul emotion cut open know robot      bada  robot      bada  use know love cause fire passion desire require circuit wire inside ocean soul emotion cut open know robot
maybe idk,the_human_condition,"June 20, 2016","[Verse 1]
I wonder why I get paranoid when I'm high
I wonder why I say yes to everyone in my life
I wonder why I can't run that fast in my dreams
I wonder why I feel short when I know my money's tall
I wonder why I miss everyone and I still don't call
I wonder why I can't run that fast in my dreams

[Pre-Chorus]
Although I guess if I knew tomorrow
I guess I wouldn't need faith
I guess if I never fell
I guess I wouldn't need grace
I guess if I knew His plans
I guess He wouldn't be God, God, God

[Chorus]
So maybe I don't know, maybe I don't know
Maybe I don't know, maybe I don't know
But maybe that's okay
Maybe that's okay, maybe that's okay
Maybe I don't know, maybe I don't know
But maybe that's okay

[Verse 2]
I wonder why I feel emptiness and I sing these blues
I wonder why I feel hopelessness when I watch the news
I wonder why I can't find my voice in my dreams
I wonder why they say hate your brother and hide your gold
I wonder why we all fear the things that we might not know
I wonder why I can't find my voice in my dreams

[Pre-Chorus]
Although I guess if I knew tomorrow
I guess I wouldn't need faith
I guess if I never fell
I guess I wouldn't need grace
I guess if I knew His plans
I guess He wouldn't be God, God, God

[Chorus]
So maybe I don't know, maybe I don't know
Maybe I don't know, maybe I don't know
But maybe that's okay
Maybe that's okay, maybe that's okay
Maybe I don't know, maybe I don't know
But maybe that's okay

[Bridge]
All this shit, I can't explain
Is it by design or random fate, yeah

[Chorus]
So maybe I don't know, maybe I don't know
Maybe I don't know, maybe I don't know
But maybe that's okay
Maybe that's okay, maybe that's okay
Maybe I don't know, maybe I don't know
But maybe that's okay",wonder get paranoid im high wonder say yes everyone life wonder cant run fast dream wonder feel short know moneys tall wonder miss everyone still dont call wonder cant run fast dream although guess know tomorrow guess wouldnt need faith guess never fell guess wouldnt need grace guess know plan guess wouldnt god god god maybe dont know maybe dont know maybe dont know maybe dont know maybe thats okay maybe thats okay maybe thats okay maybe dont know maybe dont know maybe thats okay wonder feel emptiness sing blue wonder feel hopelessness watch news wonder cant find voice dream wonder say hate brother hide gold wonder fear things might know wonder cant find voice dream although guess know tomorrow guess wouldnt need faith guess never fell guess wouldnt need grace guess know plan guess wouldnt god god god maybe dont know maybe dont know maybe dont know maybe dont know maybe thats okay maybe thats okay maybe thats okay maybe dont know maybe dont know maybe thats okay shit cant explain design random fate  maybe dont know maybe dont know maybe dont know maybe dont know maybe thats okay maybe thats okay maybe thats okay maybe dont know maybe dont know maybe thats okay
morning in america,the_human_condition,"June 20, 2016","[Verse 1]
1600, 1600, 1600 on the SATs
Said they gettin', said they gettin'
Said they gettin' me an SUV
Just a couple miles from the lights of the city
Pour a little liquor in my Starbucks Venti
Just 11, just 11 when they said I had the ADD

[Pre-Chorus]
I've been trying to keep up
With all of these great expectations
So, I keep on faking

[Chorus 1]
We're secretly out of control, nobody knows it
But my mom's got a problem with oxy's and she's angry
'Cause my dad's office door's always closed
But I stopped knocking
Yeah, we're secretly out of control and everyone knows

[Post-Chorus]
Oh, it's morning in America
Oh, it's morning in America
Oh, it's morning in America
Oh, it's morning in America

[Verse 2]
At the locker, at the locker
At the locker selling time release
Where's the party? Where's the party?
Where's the party? There's a house empty
Didn't learn a lesson, didn't use protection
Doesn't wanna keep the baby
Throwing up in the alley, in the alley
Older brother looking for me

[Pre-Chorus]
I've been trying to keep up
With all of these great expectations
So, I keep on faking

[Chorus 2]
We're secretly out of control, nobody knows it
But my mom's got a problem with oxy's and she's angry
'Cause my dad's office door's always closed
But I stopped knocking
'Cause there's some things I don't wanna know
We're secretly out of control, nobody says it
When the class president overdosed, we all pretended
It was rare, it was shocking and all the town was talking
Yeah, we're secretly out of control and everyone knows

[Post-Chorus]
Oh, it's morning in America
Oh, it's morning in America (and everyone knows)
Oh, it's morning in America
Oh, it's morning in America

[Bridge]
We're secretly out of control, nobody knows me
And my friends all addicted to porn, can't keep a girlfriend
Cause the great expectations got all us imitating
Yeah, we're secretly out of control and everyone knows

[Chorus 2]
We're secretly out of control, nobody knows it
But my mom's got a problem with oxy's and she's angry
Cause my dad's office door's always closed
But I stopped knocking
Cause there's some things I don't wanna know
We're secretly out of control, nobody says it
When the class president overdosed, we all pretended
It was rare, it was shocking and all the town was talking
Yeah, we're secretly out of control and everyone knows

[Post-Chorus]
Oh, it's morning in America
Oh, it's morning in America
And everyone knows
Oh, it's morning in America
Oh, it's morning in America
And everyone knows",   sats say gettin say gettin say gettin suv couple miles light city pour little liquor starbucks venti   say add ive try keep great expectations keep fake secretly control nobody know moms get problem oxys shes angry cause dads office doors always close stop knock  secretly control everyone know  morning america  morning america  morning america  morning america locker locker locker sell time release wheres party wheres party wheres party theres house empty didnt learn lesson didnt use protection doesnt wanna keep baby throw alley alley older brother look ive try keep great expectations keep fake secretly control nobody know moms get problem oxys shes angry cause dads office doors always close stop knock cause theres things dont wanna know secretly control nobody say class president overdosed pretend rare shock town talk  secretly control everyone know  morning america  morning america everyone knows  morning america  morning america secretly control nobody know friends addict porn cant keep girlfriend cause great expectations get us imitate  secretly control everyone know secretly control nobody know moms get problem oxys shes angry cause dads office doors always close stop knock cause theres things dont wanna know secretly control nobody say class president overdosed pretend rare shock town talk  secretly control everyone know  morning america  morning america everyone know  morning america  morning america everyone know
new york soul (part ii),the_human_condition,"June 20, 2016","[Chorus: Alec Benjamin]
Lay me down in Brooklyn if I lose my life
Push me down the Hudson and turn on the radio
Long Island's own are smiling cause my soul is fine
I did everything for New York

[Verse 1: Jon Bellion]
New Yorker in California, packed Brooklyn up in this bag
I'm in Malibu with the Bronx, she's in Kevin love with your man
Kyrie needed a king, I'm just making you understand
What I rustle up in the West, cause my reach is Kevin Durant
Records are very pop with a pocket deeper than sand
A juxtaposition, Sam Cooke, Billy Joel, Steely Dan
Changing the fucking spectrum, I need you to understand
Like I took the fall for some drugs
I've been nominated for Grams (
It's Grammy's
)
Skinny genius got blueprints up in my hand
So the minute you hear my single, just know that it's in my plan
Advantage of demographics, I'm Jigga, Bruno and Sam Smith
I'm moving business, I'm Taylor Swift in a van
This game, boy, is very, very advanced
I'm very, very New York, be very, very aware
How very, very Di Nero, I can get on a snare
Letting go of your throat, I can sing the hook if you scared

[Chorus: Alec Benjamin]
Lay me down in Brooklyn if I lose my life
Push me down the Hudson and turn on the radio
Long Island's own are smiling cause my soul is fine
I did everything for New York

[Verse 2: Jon Bellion]
Meet me in the red dress when the stakes high
That's porterhouse
She's 5 foot 9 in a Rolls Royce, that's Slaughterhouse
Benny Hahn, Hahn's and a tall boy, we ordered out
The hell you need a chaser when all this liquor is watered down?
Wait, see all them lines is fuck boy chat
Don't be so impressed by all that fuck boy rap
This money gon' leave you empty if you just want that
See, my joy lies in the Son and you should jump on that
She'll make you think that she the wife and that you found the one
But she just looking for some powder, not the talcum one
I’m not judging, here in the middle like I’m Malcolm, son
Verbal trigger like you should never play around with guns
Bow down to no crown, these dudes was out for the count
'Cause the Sour Diesel was loud, I was pounding bass in the lounge
Sober dope, moving proud, like allowance found in the crowd
When a thousand counting me out
But I'm here and killing the crowd now, blaow

[Chorus: Alec Benjamin]
Lay me down in Brooklyn if I lose my life
Push me down the Hudson and turn on the radio
Long Island's own are smiling cause my soul is fine
I did everything for New York

[Bridge]
Yo, I'm telling you
Yo, I'm telling you
 (Yeah)
Yo, I'm telling you
Yo, I'm telling you
 (Yeah)

[Verse 3: Jon Bellion]
Let me give the kids just a little help
Tell 'em money is not the key to wealth
'Cause if it can stop the pain
How the fuck do you explain a bunch of millionaires that killed themselves?
So you can take me off your winner's shelf
I got different vision, I'm bringing help
I know the demons in the room
Gon' say it's more that I can chew
But now all I hear is the dinner bell
I need a family that loves me right
Don't need a chain, don't need a club at night
I had a conversation with an angel
She told me I'd cheat death if I stayed away from the party life
Dropped off in the land where the artists play
Where God's way is the hardest way
Told myself I'm keeping my faith
If it costs me my reputation, then take it, I give it all away",lay brooklyn lose life push hudson turn radio long islands smile cause soul fine everything new york new yorker california pack brooklyn bag im malibu bronx shes kevin love man kyrie need king im make understand rustle west cause reach kevin durant record pop pocket deeper sand juxtaposition sam cooke billy joel steely dan change fuck spectrum need understand like take fall drug ive nominate grams  grammys  skinny genius get blueprint hand minute hear single know plan advantage demographics im jigga bruno sam smith im move business im taylor swift van game boy advance im new york aware di nero get snare let go throat sing hook scar lay brooklyn lose life push hudson turn radio long islands smile cause soul fine everything new york meet red dress stake high thats porterhouse shes  foot  roll royce thats slaughterhouse benny hahn hahns tall boy order hell need chaser liquor water wait see line fuck boy chat dont impress fuck boy rap money gon leave empty want see joy lie son jump shell make think wife find one look powder talcum one im judging middle like im malcolm son verbal trigger like never play around gun bow crown dudes count cause sour diesel loud pound bass lounge sober dope move proud like allowance find crowd thousand count im kill crowd blaow lay brooklyn lose life push hudson turn radio long islands smile cause soul fine everything new york  im tell  im tell   im tell  im tell  let give kid little help tell em money key wealth cause stop pain fuck explain bunch millionaires kill take winners shelf get different vision im bring help know demons room gon say chew hear dinner bell need family love right dont need chain dont need club night conversation angel tell id cheat death stay away party life drop land artists play gods way hardest way tell im keep faith cost reputation take give away
